Date,Device,Source,Category,Impressions,Clicks,Conversions,Revenue,Cost,,,,,,
3/13/20,Mobile,PPC,Pets,16135,217,9,72,51,,,,,,
3/13/20,Tablet,PPC,Pets,2324,17,0,2,3,,,,,,
3/14/20,Desktop,PPC,Pets,5242,61,4,34,24,,,,,,
3/14/20,Mobile,PPC,Pets,15940,253,13,114,68,,,,,,
3/14/20,Tablet,PPC,Pets,2426,18,1,5,4,,,,,,
3/15/20,Desktop,PPC,Pets,6185,74,5,34,29,,,,,,
3/15/20,Mobile,PPC,Pets,18366,304,15,101,86,,,,,,
3/15/20,Tablet,PPC,Pets,2492,20,1,10,4,,,,,,
3/16/20,Desktop,PPC,Pets,8441,83,4,37,32,,,,,,
3/16/20,Mobile,PPC,Pets,21189,249,10,94,69,,,,,,
3/16/20,Tablet,PPC,Pets,2902,18,0,2,4,,,,,,
3/17/20,Desktop,PPC,Pets,8378,79,5,38,30,,,,,,
3/17/20,Mobile,PPC,Pets,20221,243,10,71,66,,,,,,
3/17/20,Tablet,PPC,Pets,2566,17,1,4,4,,,,,,
3/18/20,Desktop,PPC,Pets,8214,80,5,35,30,,,,,,
3/18/20,Mobile,PPC,Pets,21355,251,10,71,70,,,,,,
3/18/20,Tablet,PPC,Pets,2556,17,0,1,3,,,,,,
3/19/20,Desktop,PPC,Pets,8772,87,6,47,32,,,,,,
3/19/20,Mobile,PPC,Pets,23394,316,12,96,69,,,,,,
3/19/20,Tablet,PPC,Pets,3016,28,0,4,4,,,,,,
3/20/20,Desktop,PPC,Pets,8355,86,5,36,29,,,,,,
3/20/20,Mobile,PPC,Pets,21062,275,13,97,63,,,,,,
3/20/20,Tablet,PPC,Pets,2883,25,0,4,3,,,,,,
3/21/20,Desktop,PPC,Pets,9091,90,7,61,36,,,,,,
3/21/20,Mobile,PPC,Pets,28131,348,21,174,101,,,,,,
3/21/20,Tablet,PPC,Pets,3318,21,1,8,5,,,,,,
3/22/20,Desktop,PPC,Pets,10003,97,8,70,40,,,,,,
3/22/20,Mobile,PPC,Pets,29376,398,23,200,120,,,,,,
3/22/20,Tablet,PPC,Pets,3102,23,1,8,5,,,,,,
3/23/20,Desktop,PPC,Pets,12970,110,8,68,46,,,,,,
3/23/20,Mobile,PPC,Pets,33243,344,16,107,99,,,,,,
3/23/20,Tablet,PPC,Pets,3630,21,1,6,4,,,,,,
3/24/20,Desktop,PPC,Pets,13013,113,7,57,48,,,,,,
3/24/20,Mobile,PPC,Pets,33642,371,18,132,112,,,,,,
3/24/20,Tablet,PPC,Pets,3582,22,1,6,5,,,,,,
3/25/20,Desktop,PPC,Pets,12619,107,7,62,45,,,,,,
3/25/20,Mobile,PPC,Pets,30036,359,18,121,108,,,,,,
3/25/20,Tablet,PPC,Pets,3510,22,1,4,5,,,,,,
3/26/20,Desktop,PPC,Pets,12816,115,8,56,48,,,,,,
3/26/20,Mobile,PPC,Pets,30738,384,20,158,115,,,,,,
3/26/20,Tablet,PPC,Pets,3565,24,1,7,4,,,,,,
3/27/20,Desktop,PPC,Pets,13947,114,9,60,45,,,,,,
3/27/20,Mobile,PPC,Pets,35495,392,21,155,109,,,,,,
3/27/20,Tablet,PPC,Pets,4336,27,1,3,5,,,,,,
3/28/20,Desktop,PPC,Pets,15468,130,10,100,55,,,,,,
3/28/20,Mobile,PPC,Pets,52662,580,32,226,178,,,,,,
3/28/20,Tablet,PPC,Pets,5277,40,1,17,8,,,,,,
3/29/20,Desktop,PPC,Pets,16568,134,10,82,58,,,,,,
3/29/20,Mobile,PPC,Pets,58524,623,33,263,194,,,,,,
3/29/20,Tablet,PPC,Pets,5282,36,1,12,8,,,,,,
3/30/20,Desktop,PPC,Pets,20014,158,10,73,67,,,,,,
3/30/20,Mobile,PPC,Pets,57663,505,23,187,151,,,,,,
3/30/20,Tablet,PPC,Pets,5577,32,1,8,7,,,,,,
3/31/20,Desktop,PPC,Pets,19201,153,10,74,63,,,,,,
3/31/20,Mobile,PPC,Pets,43887,487,24,160,148,,,,,,
3/31/20,Tablet,PPC,Pets,4871,31,1,11,6,,,,,,
4/1/20,Desktop,PPC,Pets,15253,126,8,66,53,,,,,,
4/1/20,Mobile,PPC,Pets,32364,393,20,148,113,,,,,,
4/1/20,Tablet,PPC,Pets,4158,28,1,5,5,,,,,,
4/2/20,Desktop,PPC,Pets,14185,123,8,63,48,,,,,,
4/2/20,Mobile,PPC,Pets,26869,382,20,151,97,,,,,,
4/2/20,Tablet,PPC,Pets,4109,32,1,3,5,,,,,,
4/3/20,Desktop,PPC,Pets,13304,121,8,60,47,,,,,,
4/3/20,Mobile,PPC,Pets,29639,378,20,156,97,,,,,,
4/3/20,Tablet,PPC,Pets,4132,30,1,6,5,,,,,,
4/4/20,Desktop,PPC,Pets,15728,141,12,84,60,,,,,,
4/4/20,Mobile,PPC,Pets,46383,558,32,247,187,,,,,,
4/4/20,Tablet,PPC,Pets,5283,34,2,13,9,,,,,,
4/5/20,Desktop,PPC,Pets,15841,145,13,97,66,,,,,,
4/5/20,Mobile,PPC,Pets,44028,605,37,281,196,,,,,,
4/5/20,Tablet,PPC,Pets,4956,36,1,11,9,,,,,,
4/6/20,Desktop,PPC,Pets,19202,157,10,79,68,,,,,,
4/6/20,Mobile,PPC,Pets,48438,527,24,160,167,,,,,,
4/6/20,Tablet,PPC,Pets,5349,31,1,6,8,,,,,,
4/7/20,Desktop,PPC,Pets,16250,143,10,76,66,,,,,,
4/7/20,Mobile,PPC,Pets,41488,482,24,160,155,,,,,,
4/7/20,Tablet,PPC,Pets,4510,30,1,5,7,,,,,,
4/8/20,Desktop,PPC,Pets,16187,140,11,84,66,,,,,,
4/8/20,Mobile,PPC,Pets,37952,442,23,161,139,,,,,,
4/8/20,Tablet,PPC,Pets,4376,30,1,9,7,,,,,,
4/9/20,Desktop,PPC,Pets,15285,128,10,74,56,,,,,,
4/9/20,Mobile,PPC,Pets,29720,381,22,163,110,,,,,,
4/9/20,Tablet,PPC,Pets,4450,27,1,9,6,,,,,,
4/10/20,Desktop,PPC,Pets,17049,135,10,71,59,,,,,,
4/10/20,Mobile,PPC,Pets,40661,473,26,196,138,,,,,,
4/10/20,Tablet,PPC,Pets,5619,35,1,4,7,,,,,,
4/11/20,Desktop,PPC,Pets,14815,127,10,85,55,,,,,,
4/11/20,Mobile,PPC,Pets,39483,570,36,287,179,,,,,,
4/11/20,Tablet,PPC,Pets,4885,33,1,12,8,,,,,,
4/12/20,Desktop,PPC,Pets,18138,151,10,72,70,,,,,,
4/12/20,Mobile,PPC,Pets,54503,714,39,282,238,,,,,,
4/12/20,Tablet,PPC,Pets,5271,38,2,16,9,,,,,,
4/13/20,Desktop,PPC,Pets,24927,176,13,108,79,,,,,,
4/13/20,Mobile,PPC,Pets,58584,600,28,189,181,,,,,,
4/13/20,Tablet,PPC,Pets,5838,37,1,11,8,,,,,,
4/14/20,Desktop,PPC,Pets,21013,149,12,91,70,,,,,,
4/14/20,Mobile,PPC,Pets,49408,511,27,192,153,,,,,,
4/14/20,Tablet,PPC,Pets,5269,29,1,8,6,,,,,,
4/15/20,Desktop,PPC,Pets,18781,144,11,76,66,,,,,,
4/15/20,Mobile,PPC,Pets,41031,452,26,183,135,,,,,,
4/15/20,Tablet,PPC,Pets,4486,24,1,2,5,,,,,,
4/16/20,Desktop,PPC,Pets,17019,138,11,79,63,,,,,,
4/16/20,Mobile,PPC,Pets,40685,408,26,189,118,,,,,,
4/16/20,Tablet,PPC,Pets,4285,23,1,7,5,,,,,,
4/17/20,Desktop,PPC,Pets,19685,143,10,75,64,,,,,,
4/17/20,Mobile,PPC,Pets,54223,496,28,204,144,,,,,,
4/17/20,Tablet,PPC,Pets,5308,29,1,5,6,,,,,,
4/18/20,Desktop,PPC,Pets,19999,152,13,113,72,,,,,,
4/18/20,Mobile,PPC,Pets,60304,632,39,282,202,,,,,,
4/18/20,Tablet,PPC,Pets,5783,39,2,19,9,,,,,,
4/19/20,Desktop,PPC,Pets,21479,166,13,91,79,,,,,,
4/19/20,Mobile,PPC,Pets,65796,742,44,325,248,,,,,,
4/19/20,Tablet,PPC,Pets,5804,38,1,12,9,,,,,,
4/20/20,Desktop,PPC,Pets,21668,161,11,80,72,,,,,,
4/20/20,Mobile,PPC,Pets,56764,529,27,208,165,,,,,,
4/20/20,Tablet,PPC,Pets,5154,30,1,7,6,,,,,,
4/21/20,Desktop,PPC,Pets,22064,173,12,88,80,,,,,,
4/21/20,Mobile,PPC,Pets,60284,571,29,217,193,,,,,,
4/21/20,Tablet,PPC,Pets,5447,31,1,15,8,,,,,,
4/22/20,Desktop,PPC,Pets,20511,157,12,97,70,,,,,,
4/22/20,Mobile,PPC,Pets,51776,530,30,204,173,,,,,,
4/22/20,Tablet,PPC,Pets,5236,32,1,11,8,,,,,,
4/23/20,Desktop,PPC,Pets,20730,154,10,75,66,,,,,,
4/23/20,Mobile,PPC,Pets,49537,510,30,223,160,,,,,,
4/23/20,Tablet,PPC,Pets,5417,27,1,8,6,,,,,,
4/24/20,Desktop,PPC,Pets,19631,141,12,74,62,,,,,,
4/24/20,Mobile,PPC,Pets,47650,497,29,179,149,,,,,,
4/24/20,Tablet,PPC,Pets,5281,30,1,11,8,,,,,,
4/25/20,Desktop,PPC,Pets,20400,142,11,74,62,,,,,,
4/25/20,Mobile,PPC,Pets,56772,633,39,282,204,,,,,,
4/25/20,Tablet,PPC,Pets,6087,35,2,18,9,,,,,,
4/26/20,Desktop,PPC,Pets,22623,157,12,100,70,,,,,,
4/26/20,Mobile,PPC,Pets,59563,729,41,280,252,,,,,,
4/26/20,Tablet,PPC,Pets,6433,39,1,10,10,,,,,,
4/27/20,Desktop,PPC,Pets,23768,165,12,78,73,,,,,,
4/27/20,Mobile,PPC,Pets,57563,602,33,229,200,,,,,,
4/27/20,Tablet,PPC,Pets,6302,37,1,15,9,,,,,,
4/28/20,Desktop,PPC,Pets,25193,181,13,91,82,,,,,,
4/28/20,Mobile,PPC,Pets,60320,635,29,198,216,,,,,,
4/28/20,Tablet,PPC,Pets,6474,36,1,10,9,,,,,,
4/29/20,Desktop,PPC,Pets,23295,163,11,87,67,,,,,,
4/29/20,Mobile,PPC,Pets,46310,524,30,220,157,,,,,,
4/29/20,Tablet,PPC,Pets,5467,28,1,11,7,,,,,,
4/30/20,Desktop,PPC,Pets,23006,152,11,91,62,,,,,,
4/30/20,Mobile,PPC,Pets,43026,473,26,205,141,,,,,,
4/30/20,Tablet,PPC,Pets,4844,29,1,7,7,,,,,,
5/1/20,Desktop,PPC,Pets,20293,139,10,74,60,,,,,,
5/1/20,Mobile,PPC,Pets,45042,526,30,221,168,,,,,,
5/1/20,Tablet,PPC,Pets,5066,30,1,11,7,,,,,,
5/2/20,Desktop,PPC,Pets,21880,155,13,109,76,,,,,,
5/2/20,Mobile,PPC,Pets,63031,744,44,320,266,,,,,,
5/2/20,Tablet,PPC,Pets,6401,37,1,9,11,,,,,,
5/3/20,Desktop,PPC,Pets,23442,162,14,112,77,,,,,,
5/3/20,Mobile,PPC,Pets,72224,823,49,361,294,,,,,,
5/3/20,Tablet,PPC,Pets,6693,39,2,12,12,,,,,,
5/4/20,Desktop,PPC,Pets,30583,183,11,90,78,,,,,,
5/4/20,Mobile,PPC,Pets,79507,655,33,226,208,,,,,,
5/4/20,Tablet,PPC,Pets,7384,36,1,11,9,,,,,,
5/5/20,Desktop,PPC,Pets,25320,162,12,91,68,,,,,,
5/5/20,Mobile,PPC,Pets,62777,601,30,223,195,,,,,,
5/5/20,Tablet,PPC,Pets,6348,33,2,15,8,,,,,,
5/6/20,Desktop,PPC,Pets,22518,141,10,70,62,,,,,,
5/6/20,Mobile,PPC,Pets,51007,510,29,209,165,,,,,,
5/6/20,Tablet,PPC,Pets,5219,29,1,10,7,,,,,,
5/7/20,Desktop,PPC,Pets,23228,142,10,76,61,,,,,,
5/7/20,Mobile,PPC,Pets,47436,484,31,235,156,,,,,,
5/7/20,Tablet,PPC,Pets,4870,29,1,9,7,,,,,,
5/8/20,Desktop,PPC,Pets,21827,144,11,77,64,,,,,,
5/8/20,Mobile,PPC,Pets,52590,521,30,214,168,,,,,,
5/8/20,Tablet,PPC,Pets,5479,30,1,11,8,,,,,,
5/9/20,Desktop,PPC,Pets,19187,133,10,77,61,,,,,,
5/9/20,Mobile,PPC,Pets,64709,652,38,260,208,,,,,,
5/9/20,Tablet,PPC,Pets,6300,35,2,12,9,,,,,,
5/10/20,Desktop,PPC,Pets,18609,126,11,88,59,,,,,,
5/10/20,Mobile,PPC,Pets,67129,715,43,326,243,,,,,,
5/10/20,Tablet,PPC,Pets,6003,33,1,11,9,,,,,,
5/11/20,Desktop,PPC,Pets,22441,159,11,85,71,,,,,,
5/11/20,Mobile,PPC,Pets,59329,597,30,213,186,,,,,,
5/11/20,Tablet,PPC,Pets,5235,33,2,18,8,,,,,,
5/12/20,Desktop,PPC,Pets,22186,147,11,74,65,,,,,,
5/12/20,Mobile,PPC,Pets,57003,569,33,251,179,,,,,,
5/12/20,Tablet,PPC,Pets,4873,30,1,9,6,,,,,,
5/13/20,Desktop,PPC,Pets,22739,133,11,66,57,,,,,,
5/13/20,Mobile,PPC,Pets,53426,523,30,213,159,,,,,,
5/13/20,Tablet,PPC,Pets,4854,28,1,8,6,,,,,,
5/14/20,Desktop,PPC,Pets,20942,129,11,76,53,,,,,,
5/14/20,Mobile,PPC,Pets,46677,468,27,191,139,,,,,,
5/14/20,Tablet,PPC,Pets,4294,27,1,9,6,,,,,,
5/15/20,Desktop,PPC,Pets,23528,156,11,79,60,,,,,,
5/15/20,Mobile,PPC,Pets,69799,792,38,275,213,,,,,,
5/15/20,Tablet,PPC,Pets,10475,68,2,23,11,,,,,,
5/16/20,Desktop,PPC,Pets,16636,129,10,72,57,,,,,,
5/16/20,Mobile,PPC,Pets,57373,704,39,289,228,,,,,,
5/16/20,Tablet,PPC,Pets,5697,43,2,16,10,,,,,,
5/17/20,Desktop,PPC,Pets,17768,146,11,81,67,,,,,,
5/17/20,Mobile,PPC,Pets,57416,700,42,299,241,,,,,,
5/17/20,Tablet,PPC,Pets,5450,36,1,13,9,,,,,,
5/18/20,Desktop,PPC,Pets,21237,162,12,88,72,,,,,,
5/18/20,Mobile,PPC,Pets,53278,594,35,264,199,,,,,,
5/18/20,Tablet,PPC,Pets,5325,33,1,6,8,,,,,,
5/19/20,Desktop,PPC,Pets,18287,138,10,75,60,,,,,,
5/19/20,Mobile,PPC,Pets,40411,491,25,181,158,,,,,,
5/19/20,Tablet,PPC,Pets,4085,26,2,11,6,,,,,,
5/20/20,Desktop,PPC,Pets,17885,144,11,80,65,,,,,,
5/20/20,Mobile,PPC,Pets,41396,515,30,231,171,,,,,,
5/20/20,Tablet,PPC,Pets,4130,26,1,7,7,,,,,,
5/21/20,Desktop,PPC,Pets,16032,132,12,89,56,,,,,,
5/21/20,Mobile,PPC,Pets,36602,462,29,208,147,,,,,,
5/21/20,Tablet,PPC,Pets,3991,26,1,5,6,,,,,,
5/22/20,Desktop,PPC,Pets,14189,116,9,71,49,,,,,,
5/22/20,Mobile,PPC,Pets,36773,489,30,226,148,,,,,,
5/22/20,Tablet,PPC,Pets,4129,27,1,9,6,,,,,,
5/23/20,Desktop,PPC,Pets,11746,122,11,83,53,,,,,,
5/23/20,Mobile,PPC,Pets,37232,583,41,291,190,,,,,,
5/23/20,Tablet,PPC,Pets,4098,31,2,13,8,,,,,,
5/24/20,Desktop,PPC,Pets,13342,136,11,90,61,,,,,,
5/24/20,Mobile,PPC,Pets,43793,699,48,322,242,,,,,,
5/24/20,Tablet,PPC,Pets,4419,35,1,10,9,,,,,,
5/25/20,Desktop,PPC,Pets,15847,151,13,96,69,,,,,,
5/25/20,Mobile,PPC,Pets,46379,710,43,330,261,,,,,,
5/25/20,Tablet,PPC,Pets,4797,35,2,13,10,,,,,,
5/26/20,Desktop,PPC,Pets,20126,173,12,84,83,,,,,,
5/26/20,Mobile,PPC,Pets,53565,702,36,245,262,,,,,,
5/26/20,Tablet,PPC,Pets,5080,37,1,12,10,,,,,,
5/27/20,Desktop,PPC,Pets,17620,145,10,84,65,,,,,,
5/27/20,Mobile,PPC,Pets,43585,588,34,228,206,,,,,,
5/27/20,Tablet,PPC,Pets,4497,30,1,5,8,,,,,,
5/28/20,Desktop,PPC,Pets,15003,136,10,66,60,,,,,,
5/28/20,Mobile,PPC,Pets,36198,505,30,239,165,,,,,,
5/28/20,Tablet,PPC,Pets,3913,29,1,10,6,,,,,,
5/29/20,Desktop,PPC,Pets,13292,125,10,78,50,,,,,,
5/29/20,Mobile,PPC,Pets,32132,437,29,226,132,,,,,,
5/29/20,Tablet,PPC,Pets,3838,27,1,11,6,,,,,,
5/30/20,Desktop,PPC,Pets,14320,133,9,63,55,,,,,,
5/30/20,Mobile,PPC,Pets,44983,576,39,297,182,,,,,,
5/30/20,Tablet,PPC,Pets,4877,32,1,9,7,,,,,,
5/31/20,Desktop,PPC,Pets,15649,139,11,85,58,,,,,,
5/31/20,Mobile,PPC,Pets,53318,653,43,328,214,,,,,,
5/31/20,Tablet,PPC,Pets,5296,36,1,12,9,,,,,,
6/1/20,Desktop,PPC,Pets,18571,136,10,73,55,,,,,,
6/1/20,Mobile,PPC,Pets,51760,540,31,201,172,,,,,,
6/1/20,Tablet,PPC,Pets,4796,29,1,11,6,,,,,,
6/2/20,Desktop,PPC,Pets,16468,145,10,81,65,,,,,,
6/2/20,Mobile,PPC,Pets,49702,587,31,248,202,,,,,,
6/2/20,Tablet,PPC,Pets,4450,31,1,13,8,,,,,,
6/3/20,Desktop,PPC,Pets,13927,131,10,70,54,,,,,,
6/3/20,Mobile,PPC,Pets,39792,529,29,203,175,,,,,,
6/3/20,Tablet,PPC,Pets,3611,29,1,11,8,,,,,,
6/4/20,Desktop,PPC,Pets,15624,140,10,69,63,,,,,,
6/4/20,Mobile,PPC,Pets,44907,579,30,199,191,,,,,,
6/4/20,Tablet,PPC,Pets,4019,31,1,12,9,,,,,,
6/5/20,Desktop,PPC,Pets,16982,146,11,87,65,,,,,,
6/5/20,Mobile,PPC,Pets,52890,632,33,250,205,,,,,,
6/5/20,Tablet,PPC,Pets,4979,33,1,10,9,,,,,,
6/6/20,Desktop,PPC,Pets,15001,138,11,85,64,,,,,,
6/6/20,Mobile,PPC,Pets,54211,728,44,312,245,,,,,,
6/6/20,Tablet,PPC,Pets,4977,34,1,13,9,,,,,,
6/7/20,Desktop,PPC,Pets,12882,128,12,93,57,,,,,,
6/7/20,Mobile,PPC,Pets,46865,690,44,299,233,,,,,,
6/7/20,Tablet,PPC,Pets,4256,36,1,10,10,,,,,,
6/8/20,Desktop,PPC,Pets,15033,134,11,73,56,,,,,,
6/8/20,Mobile,PPC,Pets,42350,555,32,237,173,,,,,,
6/8/20,Tablet,PPC,Pets,3771,29,2,11,8,,,,,,
6/9/20,Desktop,PPC,Pets,16940,155,11,86,68,,,,,,
6/9/20,Mobile,PPC,Pets,51272,651,31,213,213,,,,,,
6/9/20,Tablet,PPC,Pets,4454,30,1,10,8,,,,,,
6/10/20,Desktop,PPC,Pets,18631,145,10,74,62,,,,,,
6/10/20,Mobile,PPC,Pets,52803,599,29,218,185,,,,,,
6/10/20,Tablet,PPC,Pets,4470,29,1,9,8,,,,,,
6/11/20,Desktop,PPC,Pets,18824,132,9,75,53,,,,,,
6/11/20,Mobile,PPC,Pets,47897,526,31,218,158,,,,,,
6/11/20,Tablet,PPC,Pets,4284,31,1,8,8,,,,,,
6/12/20,Desktop,PPC,Pets,17153,121,8,68,50,,,,,,
6/12/20,Mobile,PPC,Pets,42433,510,26,205,150,,,,,,
6/12/20,Tablet,PPC,Pets,4337,30,1,13,7,,,,,,
6/13/20,Desktop,PPC,Pets,16090,122,10,77,52,,,,,,
6/13/20,Mobile,PPC,Pets,48481,603,36,280,196,,,,,,
6/13/20,Tablet,PPC,Pets,4621,32,2,10,8,,,,,,
6/14/20,Desktop,PPC,Pets,13284,123,9,72,51,,,,,,
6/14/20,Mobile,PPC,Pets,46312,651,37,271,221,,,,,,
6/14/20,Tablet,PPC,Pets,4137,28,1,9,7,,,,,,
6/15/20,Desktop,PPC,Pets,14541,130,9,76,53,,,,,,
6/15/20,Mobile,PPC,Pets,38367,502,26,193,154,,,,,,
6/15/20,Tablet,PPC,Pets,3627,24,1,9,6,,,,,,
6/16/20,Desktop,PPC,Pets,14462,146,9,67,62,,,,,,
6/16/20,Mobile,PPC,Pets,44070,638,32,221,208,,,,,,
6/16/20,Tablet,PPC,Pets,3815,29,1,10,8,,,,,,
6/17/20,Desktop,PPC,Pets,13084,127,10,80,49,,,,,,
6/17/20,Mobile,PPC,Pets,36564,485,26,182,142,,,,,,
6/17/20,Tablet,PPC,Pets,3374,25,1,9,6,,,,,,
6/18/20,Desktop,PPC,Pets,10337,105,7,55,38,,,,,,
6/18/20,Mobile,PPC,Pets,25068,393,24,185,107,,,,,,
6/18/20,Tablet,PPC,Pets,2548,19,1,9,4,,,,,,
6/19/20,Desktop,PPC,Pets,10034,100,8,66,39,,,,,,
6/19/20,Mobile,PPC,Pets,26714,394,25,201,119,,,,,,
6/19/20,Tablet,PPC,Pets,2675,22,1,8,5,,,,,,
6/20/20,Desktop,PPC,Pets,9088,99,9,65,42,,,,,,
6/20/20,Mobile,PPC,Pets,27471,459,29,199,140,,,,,,
6/20/20,Tablet,PPC,Pets,2822,26,1,12,6,,,,,,
6/21/20,Desktop,PPC,Pets,9487,108,8,69,44,,,,,,
6/21/20,Mobile,PPC,Pets,32386,568,28,190,173,,,,,,
6/21/20,Tablet,PPC,Pets,2948,24,1,4,6,,,,,,
6/22/20,Desktop,PPC,Pets,13654,139,9,69,57,,,,,,
6/22/20,Mobile,PPC,Pets,39370,547,25,186,168,,,,,,
6/22/20,Tablet,PPC,Pets,3623,27,1,9,7,,,,,,
6/23/20,Desktop,PPC,Pets,12979,135,9,63,58,,,,,,
6/23/20,Mobile,PPC,Pets,37916,554,28,192,180,,,,,,
6/23/20,Tablet,PPC,Pets,3528,27,1,10,7,,,,,,
6/24/20,Desktop,PPC,Pets,10375,122,8,72,49,,,,,,
6/24/20,Mobile,PPC,Pets,30794,466,21,175,139,,,,,,
6/24/20,Tablet,PPC,Pets,2991,21,1,5,5,,,,,,
6/25/20,Desktop,PPC,Pets,11448,115,10,78,49,,,,,,
6/25/20,Mobile,PPC,Pets,32519,503,24,208,159,,,,,,
6/25/20,Tablet,PPC,Pets,2989,24,1,7,6,,,,,,
6/26/20,Desktop,PPC,Pets,9735,94,8,63,36,,,,,,
6/26/20,Mobile,PPC,Pets,27010,368,22,196,104,,,,,,
6/26/20,Tablet,PPC,Pets,2688,17,1,6,4,,,,,,
6/27/20,Desktop,PPC,Pets,10050,100,8,65,41,,,,,,
6/27/20,Mobile,PPC,Pets,29868,455,29,252,134,,,,,,
6/27/20,Tablet,PPC,Pets,3168,23,1,10,6,,,,,,
6/28/20,Desktop,PPC,Pets,11222,121,10,79,52,,,,,,
6/28/20,Mobile,PPC,Pets,36714,577,33,282,187,,,,,,
6/28/20,Tablet,PPC,Pets,3376,27,1,13,7,,,,,,
6/29/20,Desktop,PPC,Pets,14029,133,10,78,55,,,,,,
6/29/20,Mobile,PPC,Pets,39297,476,27,220,146,,,,,,
6/29/20,Tablet,PPC,Pets,3630,22,1,10,6,,,,,,
6/30/20,Desktop,PPC,Pets,12813,125,10,80,53,,,,,,
6/30/20,Mobile,PPC,Pets,34936,469,26,222,147,,,,,,
6/30/20,Tablet,PPC,Pets,3248,21,1,10,6,,,,,,
7/1/20,Desktop,PPC,Pets,13218,124,9,68,53,,,,,,
7/1/20,Mobile,PPC,Pets,36147,444,28,229,141,,,,,,
7/1/20,Tablet,PPC,Pets,3334,22,1,10,6,,,,,,
7/2/20,Desktop,PPC,Pets,12620,117,10,87,50,,,,,,
7/2/20,Mobile,PPC,Pets,31474,422,26,211,136,,,,,,
7/2/20,Tablet,PPC,Pets,2916,23,1,10,6,,,,,,
7/3/20,Desktop,PPC,Pets,12260,106,10,85,44,,,,,,
7/3/20,Mobile,PPC,Pets,32993,453,30,266,153,,,,,,
7/3/20,Tablet,PPC,Pets,3308,23,1,15,6,,,,,,
7/4/20,Desktop,PPC,Pets,11947,115,12,102,51,,,,,,
7/4/20,Mobile,PPC,Pets,37065,528,38,341,185,,,,,,
7/4/20,Tablet,PPC,Pets,3445,26,2,16,7,,,,,,
7/5/20,Desktop,PPC,Pets,13293,121,11,90,51,,,,,,
7/5/20,Mobile,PPC,Pets,41807,567,36,288,194,,,,,,
7/5/20,Tablet,PPC,Pets,3556,25,2,18,7,,,,,,
7/6/20,Desktop,PPC,Pets,16260,130,10,90,54,,,,,,
7/6/20,Mobile,PPC,Pets,38686,469,28,222,147,,,,,,
7/6/20,Tablet,PPC,Pets,3374,21,1,11,6,,,,,,
7/7/20,Desktop,PPC,Pets,16943,137,11,92,57,,,,,,
7/7/20,Mobile,PPC,Pets,43374,509,28,218,163,,,,,,
7/7/20,Tablet,PPC,Pets,3818,23,1,11,6,,,,,,
7/8/20,Desktop,PPC,Pets,18038,135,10,87,60,,,,,,
7/8/20,Mobile,PPC,Pets,44105,533,29,243,176,,,,,,
7/8/20,Tablet,PPC,Pets,4046,24,1,8,7,,,,,,
7/9/20,Desktop,PPC,Pets,14505,124,10,90,53,,,,,,
7/9/20,Mobile,PPC,Pets,34785,469,27,231,150,,,,,,
7/9/20,Tablet,PPC,Pets,3080,22,1,9,6,,,,,,
7/10/20,Desktop,PPC,Pets,11765,98,7,57,41,,,,,,
7/10/20,Mobile,PPC,Pets,31568,386,24,200,122,,,,,,
7/10/20,Tablet,PPC,Pets,2737,19,1,10,6,,,,,,
7/11/20,Desktop,PPC,Pets,10403,102,9,78,44,,,,,,
7/11/20,Mobile,PPC,Pets,33272,468,31,267,153,,,,,,
7/11/20,Tablet,PPC,Pets,2969,24,1,9,7,,,,,,
7/12/20,Desktop,PPC,Pets,13382,114,10,90,46,,,,,,
7/12/20,Mobile,PPC,Pets,40695,546,36,283,175,,,,,,
7/12/20,Tablet,PPC,Pets,3445,25,1,11,7,,,,,,
7/13/20,Desktop,PPC,Pets,15807,129,9,86,53,,,,,,
7/13/20,Mobile,PPC,Pets,38498,435,25,197,133,,,,,,
7/13/20,Tablet,PPC,Pets,3353,20,1,5,5,,,,,,
7/14/20,Desktop,PPC,Pets,14581,118,9,73,47,,,,,,
7/14/20,Mobile,PPC,Pets,36482,418,24,203,130,,,,,,
7/14/20,Tablet,PPC,Pets,2976,21,1,9,6,,,,,,
7/15/20,Desktop,PPC,Pets,14471,117,7,60,49,,,,,,
7/15/20,Mobile,PPC,Pets,38487,418,23,193,136,,,,,,
7/15/20,Tablet,PPC,Pets,3036,18,1,9,5,,,,,,
7/16/20,Desktop,PPC,Pets,14171,111,9,74,48,,,,,,
7/16/20,Mobile,PPC,Pets,37295,410,22,169,128,,,,,,
7/16/20,Tablet,PPC,Pets,2936,19,1,10,6,,,,,,
7/17/20,Desktop,PPC,Pets,11900,108,7,64,44,,,,,,
7/17/20,Mobile,PPC,Pets,35811,411,23,195,129,,,,,,
7/17/20,Tablet,PPC,Pets,2977,18,1,8,5,,,,,,
7/18/20,Desktop,PPC,Pets,12310,105,10,80,42,,,,,,
7/18/20,Mobile,PPC,Pets,38090,480,29,239,150,,,,,,
7/18/20,Tablet,PPC,Pets,3385,26,1,11,8,,,,,,
7/19/20,Desktop,PPC,Pets,11345,119,10,88,47,,,,,,
7/19/20,Mobile,PPC,Pets,39010,583,35,315,184,,,,,,
7/19/20,Tablet,PPC,Pets,3201,26,2,18,7,,,,,,
7/20/20,Desktop,PPC,Pets,13544,121,9,62,45,,,,,,
