Date,Category,Campaign Name,Impressions,Clicks,Conversions,Revenue,Cost,Daily Budget,,,,,,,,,,,,,,,
4/19/20,Health,Health - Campaign 2,44979,958,35,313.42,236.4,400,,,,,,,,,,,,,,,
4/26/20,Health,Health - Campaign 2,39207,885,34,322.03,221.61,400,,,,,,,,,,,,,,,
4/28/20,Health,Health - Campaign 2,52642,1114,38,334.19,311.65,400,,,,,,,,,,,,,,,
5/3/20,Health,Health - Campaign 2,37972,963,35,355.63,249.9,400,,,,,,,,,,,,,,,
5/5/20,Health,Health - Campaign 2,46519,1038,35,321.05,274.02,400,,,,,,,,,,,,,,,
5/7/20,Health,Health - Campaign 2,37301,818,31,288.88,195.11,400,,,,,,,,,,,,,,,
5/12/20,Health,Health - Campaign 2,40592,902,30,261.13,223.95,400,,,,,,,,,,,,,,,
2/21/20,Health,Health - Campaign 2,15520,416,11,120.93,75.79,400,,,,,,,,,,,,,,,
2/26/20,Health,Health - Campaign 2,16662,450,11,101.72,83.42,400,,,,,,,,,,,,,,,
2/28/20,Health,Health - Campaign 2,14989,398,11,84.4,69.92,400,,,,,,,,,,,,,,,
3/1/20,Health,Health - Campaign 2,17143,451,12,96.84,79.81,400,,,,,,,,,,,,,,,
3/6/20,Health,Health - Campaign 2,20038,402,11,97.91,71.05,400,,,,,,,,,,,,,,,
3/8/20,Health,Health - Campaign 2,26309,434,10,118.09,75.92,400,,,,,,,,,,,,,,,
3/15/20,Health,Health - Campaign 2,23004,599,18,192.52,120.33,400,,,,,,,,,,,,,,,
3/17/20,Health,Health - Campaign 2,27411,769,23,220.04,172.19,400,,,,,,,,,,,,,,,
5/16/20,Health,Health - Campaign 2,35278,821,28,272.85,190.99,400,,,,,,,,,,,,,,,
5/17/20,Health,Health - Campaign 2,39398,852,30,280.49,194.97,400,,,,,,,,,,,,,,,
5/18/20,Health,Health - Campaign 2,39815,868,32,305.89,210.23,400,,,,,,,,,,,,,,,
5/19/20,Health,Health - Campaign 2,34550,761,29,243.43,184.08,400,,,,,,,,,,,,,,,
6/2/20,Health,Health - Campaign 2,38482,798,29,259.24,200.36,400,,,,,,,,,,,,,,,
6/3/20,Health,Health - Campaign 2,32597,724,27,244.71,177.14,400,,,,,,,,,,,,,,,
6/4/20,Health,Health - Campaign 2,36522,819,32,296.19,213.75,400,,,,,,,,,,,,,,,
5/11/20,Health,Health - Campaign 2,41272,917,32,305.27,228.74,400,,,,,,,,,,,,,,,
5/24/20,Health,Health - Campaign 2,34556,793,30,241.34,181.83,400,,,,,,,,,,,,,,,
5/25/20,Health,Health - Campaign 2,39990,895,30,289.54,227.05,400,,,,,,,,,,,,,,,
5/26/20,Health,Health - Campaign 2,56495,1169,40,320.48,346.37,400,,,,,,,,,,,,,,,
5/27/20,Health,Health - Campaign 2,41680,905,32,309.27,235.32,400,,,,,,,,,,,,,,,
5/14/20,Health,Health - Campaign 2,34121,737,27,247.44,165.68,400,,,,,,,,,,,,,,,
5/21/20,Health,Health - Campaign 2,36899,793,31,288.26,196.28,400,,,,,,,,,,,,,,,
5/23/20,Health,Health - Campaign 2,29819,719,30,268.57,168.18,400,,,,,,,,,,,,,,,
5/28/20,Health,Health - Campaign 2,34770,764,28,287.17,192.23,400,,,,,,,,,,,,,,,
5/30/20,Health,Health - Campaign 2,30279,654,23,203.75,147.63,400,,,,,,,,,,,,,,,
6/1/20,Health,Health - Campaign 2,38231,765,31,299.86,185.75,400,,,,,,,,,,,,,,,
6/6/20,Health,Health - Campaign 2,30991,759,29,274.69,192.52,400,,,,,,,,,,,,,,,
6/5/20,Health,Health - Campaign 2,39211,835,31,288.01,221.49,400,,,,,,,,,,,,,,,
6/18/20,Health,Health - Campaign 2,28629,648,27,241.14,157.62,400,,,,,,,,,,,,,,,
6/19/20,Health,Health - Campaign 2,26925,596,22,189.66,147.08,400,,,,,,,,,,,,,,,
6/20/20,Health,Health - Campaign 2,22553,538,22,198.79,122.09,400,,,,,,,,,,,,,,,
6/21/20,Health,Health - Campaign 2,25016,573,18,166.95,126.36,400,,,,,,,,,,,,,,,
3/24/20,Health,Health - Campaign 2,37827,993,33,331.09,237.19,400,,,,,,,,,,,,,,,
3/26/20,Health,Health - Campaign 2,37413,930,34,347.14,220.17,400,,,,,,,,,,,,,,,
3/31/20,Health,Health - Campaign 2,46583,1209,42,432.24,289.73,400,,,,,,,,,,,,,,,
4/2/20,Health,Health - Campaign 2,32585,879,36,403,212.79,400,,,,,,,,,,,,,,,
4/9/20,Health,Health - Campaign 2,34270,798,33,331.18,195.94,400,,,,,,,,,,,,,,,
4/11/20,Health,Health - Campaign 2,34274,884,38,345.49,214.69,400,,,,,,,,,,,,,,,
6/10/20,Health,Health - Campaign 2,38270,786,28,238.6,199.5,400,,,,,,,,,,,,,,,
6/11/20,Health,Health - Campaign 2,33983,704,27,226.88,173.86,400,,,,,,,,,,,,,,,
6/12/20,Health,Health - Campaign 2,29749,632,22,203.99,151.25,400,,,,,,,,,,,,,,,
6/13/20,Health,Health - Campaign 2,27090,642,26,233.83,154.45,400,,,,,,,,,,,,,,,
6/27/20,Health,Health - Campaign 2,21560,530,21,184.46,118.36,400,,,,,,,,,,,,,,,
6/28/20,Health,Health - Campaign 2,28564,635,22,219.27,143.68,400,,,,,,,,,,,,,,,
6/29/20,Health,Health - Campaign 2,39668,811,27,240.35,200.26,400,,,,,,,,,,,,,,,
6/30/20,Health,Health - Campaign 2,37934,808,26,223.18,204.93,400,,,,,,,,,,,,,,,
6/8/20,Health,Health - Campaign 2,36657,811,29,233.33,213.06,400,,,,,,,,,,,,,,,
6/15/20,Health,Health - Campaign 2,36875,751,26,284.05,177.85,400,,,,,,,,,,,,,,,
6/17/20,Health,Health - Campaign 2,35166,728,24,201.04,177.32,400,,,,,,,,,,,,,,,
6/22/20,Health,Health - Campaign 2,37814,795,26,262.94,186.41,400,,,,,,,,,,,,,,,
6/24/20,Health,Health - Campaign 2,31346,688,20,191.17,156.6,400,,,,,,,,,,,,,,,
6/26/20,Health,Health - Campaign 2,23596,533,20,191.03,123.25,400,,,,,,,,,,,,,,,
7/1/20,Health,Health - Campaign 2,33374,706,24,189.99,176.16,400,,,,,,,,,,,,,,,
7/5/20,Health,Health - Campaign 2,26418,583,21,211.77,125.37,400,,,,,,,,,,,,,,,
7/6/20,Health,Health - Campaign 2,37725,753,26,261.46,174.75,400,,,,,,,,,,,,,,,
7/7/20,Health,Health - Campaign 2,37761,787,26,247.19,188.82,400,,,,,,,,,,,,,,,
7/8/20,Health,Health - Campaign 2,33604,694,25,238.65,164.19,400,,,,,,,,,,,,,,,
7/22/20,Health,Health - Campaign 2,30649,710,23,205.13,169.31,400,,,,,,,,,,,,,,,
7/23/20,Health,Health - Campaign 2,29871,669,22,246.95,157.61,400,,,,,,,,,,,,,,,
7/24/20,Health,Health - Campaign 2,23440,538,19,215.91,123.72,400,,,,,,,,,,,,,,,
7/25/20,Health,Health - Campaign 2,22936,570,23,232.91,135.41,400,,,,,,,,,,,,,,,
7/3/20,Health,Health - Campaign 2,25745,584,21,194.52,140.12,400,,,,,,,,,,,,,,,
7/10/20,Health,Health - Campaign 2,25790,585,22,220.34,143.73,400,,,,,,,,,,,,,,,
7/12/20,Health,Health - Campaign 2,26780,640,22,217.9,154.03,400,,,,,,,,,,,,,,,
7/19/20,Health,Health - Campaign 2,25531,607,22,246.61,138.47,400,,,,,,,,,,,,,,,
7/21/20,Health,Health - Campaign 2,32012,723,26,229.33,183.64,400,,,,,,,,,,,,,,,
7/26/20,Health,Health - Campaign 2,27864,647,23,244.81,152.57,400,,,,,,,,,,,,,,,
8/7/20,Health,Health - Campaign 2,20649,513,16,141.84,113.53,400,,,,,,,,,,,,,,,
8/8/20,Health,Health - Campaign 2,22033,557,20,224.44,123.41,400,,,,,,,,,,,,,,,
8/9/20,Health,Health - Campaign 2,22504,550,18,195.17,126.69,400,,,,,,,,,,,,,,,
8/10/20,Health,Health - Campaign 2,28833,650,21,212.04,151.59,400,,,,,,,,,,,,,,,
8/11/20,Health,Health - Campaign 2,31300,673,20,201.85,164.32,400,,,,,,,,,,,,,,,
7/13/20,Health,Health - Campaign 2,32700,718,26,242.49,176.33,400,,,,,,,,,,,,,,,
7/14/20,Health,Health - Campaign 2,28825,657,24,240.31,163.51,400,,,,,,,,,,,,,,,
7/15/20,Health,Health - Campaign 2,27860,631,22,178.34,151.48,400,,,,,,,,,,,,,,,
7/16/20,Health,Health - Campaign 2,28044,610,22,221.27,143.62,400,,,,,,,,,,,,,,,
7/17/20,Health,Health - Campaign 2,26843,576,21,207.73,135.66,400,,,,,,,,,,,,,,,
4/18/20,Health,Health - Campaign 2,41703,887,34,345.5,216.12,400,,,,,,,,,,,,,,,
4/20/20,Health,Health - Campaign 2,51616,1018,36,307.3,260.51,400,,,,,,,,,,,,,,,
4/25/20,Health,Health - Campaign 2,43332,807,31,278.81,198.8,400,,,,,,,,,,,,,,,
4/27/20,Health,Health - Campaign 2,46712,985,34,279.29,266.72,400,,,,,,,,,,,,,,,
5/4/20,Health,Health - Campaign 2,52122,1130,38,358,305.2,400,,,,,,,,,,,,,,,
5/6/20,Health,Health - Campaign 2,41030,902,32,294.12,218.6,400,,,,,,,,,,,,,,,
7/28/20,Health,Health - Campaign 2,38764,842,24,256.89,218.53,400,,,,,,,,,,,,,,,
8/4/20,Health,Health - Campaign 2,33084,699,19,221.6,162.93,400,,,,,,,,,,,,,,,
8/6/20,Health,Health - Campaign 2,24336,578,17,164.14,134.27,400,,,,,,,,,,,,,,,
8/13/20,Health,Health - Campaign 2,23755,547,18,191.08,124.89,400,,,,,,,,,,,,,,,
8/15/20,Health,Health - Campaign 2,19781,485,18,190.27,112.74,400,,,,,,,,,,,,,,,
8/20/20,Health,Health - Campaign 2,25260,553,18,181.24,131.57,400,,,,,,,,,,,,,,,
8/22/20,Health,Health - Campaign 2,25713,611,19,187.2,144.4,400,,,,,,,,,,,,,,,
8/24/20,Health,Health - Campaign 2,31425,639,20,216.59,155.41,400,,,,,,,,,,,,,,,
8/25/20,Health,Health - Campaign 2,27301,559,20,203.2,127.94,400,,,,,,,,,,,,,,,
8/26/20,Health,Health - Campaign 2,17546,385,14,130.44,92.94,400,,,,,,,,,,,,,,,
8/27/20,Health,Health - Campaign 2,29009,584,21,189.44,143.72,400,,,,,,,,,,,,,,,
9/10/20,Health,Health - Campaign 2,32264,638,21,208.58,165.16,400,,,,,,,,,,,,,,,
9/11/20,Health,Health - Campaign 2,24694,520,19,181.1,130.8,400,,,,,,,,,,,,,,,
9/12/20,Health,Health - Campaign 2,22101,501,19,207.42,121.99,400,,,,,,,,,,,,,,,
9/13/20,Health,Health - Campaign 2,21171,463,16,150.41,107.8,400,,,,,,,,,,,,,,,
7/30/20,Health,Health - Campaign 2,36773,733,20,211.17,178.33,400,,,,,,,,,,,,,,,
7/31/20,Health,Health - Campaign 2,34505,648,22,227.12,152.79,400,,,,,,,,,,,,,,,
8/1/20,Health,Health - Campaign 2,32277,617,22,235.09,132.67,400,,,,,,,,,,,,,,,
8/2/20,Health,Health - Campaign 2,32857,630,19,210.16,138.43,400,,,,,,,,,,,,,,,
8/16/20,Health,Health - Campaign 2,23244,565,18,209.27,132.13,400,,,,,,,,,,,,,,,
8/17/20,Health,Health - Campaign 2,31499,702,22,222.36,175.31,400,,,,,,,,,,,,,,,
8/18/20,Health,Health - Campaign 2,28621,662,22,221.03,166.29,400,,,,,,,,,,,,,,,
8/19/20,Health,Health - Campaign 2,27889,628,20,186.81,149.57,400,,,,,,,,,,,,,,,
8/29/20,Health,Health - Campaign 2,28206,573,16,172.2,127.95,400,,,,,,,,,,,,,,,
8/31/20,Health,Health - Campaign 2,39194,756,23,217,195.53,400,,,,,,,,,,,,,,,
9/7/20,Health,Health - Campaign 2,26318,588,19,204.25,140.99,400,,,,,,,,,,,,,,,
9/9/20,Health,Health - Campaign 2,31868,658,22,204.11,174.94,400,,,,,,,,,,,,,,,
9/14/20,Health,Health - Campaign 2,28579,591,22,221.86,155.7,400,,,,,,,,,,,,,,,
9/16/20,Health,Health - Campaign 2,28121,569,22,206.99,154.69,400,,,,,,,,,,,,,,,
9/27/20,Health,Health - Campaign 2,28195,664,19,210,149.79,400,,,,,,,,,,,,,,,
9/28/20,Health,Health - Campaign 2,34024,690,23,251.83,171.09,400,,,,,,,,,,,,,,,
9/29/20,Health,Health - Campaign 2,31658,628,18,179.58,165.17,400,,,,,,,,,,,,,,,
9/30/20,Health,Health - Campaign 2,30759,579,19,187.32,143.21,400,,,,,,,,,,,,,,,
10/13/20,Health,Health - Campaign 2,35715,755,27,227.75,222.25,400,,,,,,,,,,,,,,,
10/14/20,Health,Health - Campaign 2,29194,627,23,239.06,175.09,400,,,,,,,,,,,,,,,
5/13/20,Health,Health - Campaign 2,37432,823,29,249.59,204.37,400,,,,,,,,,,,,,,,
5/15/20,Health,Health - Campaign 2,31581,731,28,248.66,166.7,400,,,,,,,,,,,,,,,
5/20/20,Health,Health - Campaign 2,38010,797,29,270.69,201.79,400,,,,,,,,,,,,,,,
5/22/20,Health,Health - Campaign 2,34499,763,30,266.03,182.25,400,,,,,,,,,,,,,,,
5/29/20,Health,Health - Campaign 2,27839,615,26,206.73,145.11,400,,,,,,,,,,,,,,,
5/31/20,Health,Health - Campaign 2,33525,707,25,199.1,155.51,400,,,,,,,,,,,,,,,
10/15/20,Health,Health - Campaign 2,25063,547,20,212.82,143.79,400,,,,,,,,,,,,,,,
10/16/20,Health,Health - Campaign 2,22959,501,19,208.81,133.9,400,,,,,,,,,,,,,,,
10/30/20,Health,Health - Campaign 2,22181,551,15,118,125.18,400,,,,,,,,,,,,,,,
10/31/20,Health,Health - Campaign 2,15473,389,14,129.32,88.96,400,,,,,,,,,,,,,,,
11/1/20,Health,Health - Campaign 2,16892,453,16,148.7,108.7,400,,,,,,,,,,,,,,,
11/2/20,Health,Health - Campaign 2,19897,494,19,186.05,121.65,400,,,,,,,,,,,,,,,
9/2/20,Health,Health - Campaign 2,30099,605,19,188.18,142.19,400,,,,,,,,,,,,,,,
9/3/20,Health,Health - Campaign 2,29196,608,18,155.87,139.52,400,,,,,,,,,,,,,,,
9/4/20,Health,Health - Campaign 2,25982,553,18,196.36,125.62,400,,,,,,,,,,,,,,,
9/5/20,Health,Health - Campaign 2,22208,519,19,221.1,119.95,400,,,,,,,,,,,,,,,
9/18/20,Health,Health - Campaign 2,23332,491,18,210.89,126.9,400,,,,,,,,,,,,,,,
9/19/20,Health,Health - Campaign 2,21550,505,20,215.51,129.95,400,,,,,,,,,,,,,,,
6/7/20,Health,Health - Campaign 2,27979,702,28,239.18,171.29,400,,,,,,,,,,,,,,,
6/9/20,Health,Health - Campaign 2,42590,881,30,257.94,236.62,400,,,,,,,,,,,,,,,
6/14/20,Health,Health - Campaign 2,29605,646,23,206.81,152.41,400,,,,,,,,,,,,,,,
6/16/20,Health,Health - Campaign 2,49515,978,30,316.98,267.54,400,,,,,,,,,,,,,,,
6/23/20,Health,Health - Campaign 2,42346,889,29,270.92,230.7,400,,,,,,,,,,,,,,,
6/25/20,Health,Health - Campaign 2,28786,651,22,244.37,156.41,400,,,,,,,,,,,,,,,
11/16/20,Health,Health - Campaign 2,19448,491,18,165,125.66,400,,,,,,,,,,,,,,,
11/17/20,Health,Health - Campaign 2,18175,485,20,182.91,125.27,400,,,,,,,,,,,,,,,
11/18/20,Health,Health - Campaign 2,21329,553,21,214.06,151.92,400,,,,,,,,,,,,,,,
11/19/20,Health,Health - Campaign 2,18470,505,20,221.91,132.36,400,,,,,,,,,,,,,,,
12/2/20,Health,Health - Campaign 2,21195,620,22,232.52,178.63,400,,,,,,,,,,,,,,,
12/3/20,Health,Health - Campaign 2,16795,521,12,207.33,137.32,400,,,,,,,,,,,,,,,
12/4/20,Health,Health - Campaign 2,15293,478,25,200.97,125.41,400,,,,,,,,,,,,,,,
9/20/20,Health,Health - Campaign 2,21388,495,18,217.82,128.15,400,,,,,,,,,,,,,,,
9/21/20,Health,Health - Campaign 2,25316,541,21,203.52,136.67,400,,,,,,,,,,,,,,,
10/5/20,Health,Health - Campaign 2,29792,685,21,214.93,175.23,400,,,,,,,,,,,,,,,
10/6/20,Health,Health - Campaign 2,27882,667,22,196.36,167.13,400,,,,,,,,,,,,,,,
10/7/20,Health,Health - Campaign 2,25053,583,21,208.88,157.28,400,,,,,,,,,,,,,,,
10/8/20,Health,Health - Campaign 2,22871,513,20,209.47,131.68,400,,,,,,,,,,,,,,,
12/5/20,Health,Health - Campaign 2,14899,481,20,195.75,120.61,400,,,,,,,,,,,,,,,
12/6/20,Health,Health - Campaign 2,18289,541,16,212.02,135.55,400,,,,,,,,,,,,,,,
12/19/20,Health,Health - Campaign 2,24710,652,16,239.93,168.19,400,,,,,,,,,,,,,,,
12/20/20,Health,Health - Campaign 2,27430,704,22,258.3,178.22,400,,,,,,,,,,,,,,,
12/21/20,Health,Health - Campaign 2,31236,765,33,264.49,201.55,400,,,,,,,,,,,,,,,
12/22/20,Health,Health - Campaign 2,29561,704,21,208.96,182.08,400,,,,,,,,,,,,,,,
7/2/20,Health,Health - Campaign 2,28916,635,23,239.04,149.57,400,,,,,,,,,,,,,,,
7/4/20,Health,Health - Campaign 2,22055,501,20,194.79,109.24,400,,,,,,,,,,,,,,,
7/9/20,Health,Health - Campaign 2,29771,678,23,192.44,164.31,400,,,,,,,,,,,,,,,
7/11/20,Health,Health - Campaign 2,23331,581,22,228.83,145.41,400,,,,,,,,,,,,,,,
7/18/20,Health,Health - Campaign 2,24575,577,19,198.24,132.66,400,,,,,,,,,,,,,,,
7/20/20,Health,Health - Campaign 2,30314,688,21,197.29,194.2,400,,,,,,,,,,,,,,,
7/27/20,Health,Health - Campaign 2,40384,863,25,247.82,218.24,400,,,,,,,,,,,,,,,
10/22/20,Health,Health - Campaign 2,24882,575,23,208.77,156.27,400,,,,,,,,,,,,,,,
10/23/20,Health,Health - Campaign 2,20676,504,19,208.24,132.04,400,,,,,,,,,,,,,,,
10/24/20,Health,Health - Campaign 2,18094,467,20,196.36,117.25,400,,,,,,,,,,,,,,,
10/25/20,Health,Health - Campaign 2,20934,534,21,187.51,138.07,400,,,,,,,,,,,,,,,
11/7/20,Health,Health - Campaign 2,15935,432,19,182.93,110.58,400,,,,,,,,,,,,,,,
11/8/20,Health,Health - Campaign 2,19978,522,19,199.78,130.93,400,,,,,,,,,,,,,,,
11/9/20,Health,Health - Campaign 2,24806,635,23,209.81,168.78,400,,,,,,,,,,,,,,,
11/10/20,Health,Health - Campaign 2,22061,586,19,182.88,146.2,400,,,,,,,,,,,,,,,
7/29/20,Health,Health - Campaign 2,35938,772,23,224.16,191.56,400,,,,,,,,,,,,,,,
8/3/20,Health,Health - Campaign 2,38983,713,22,227.92,165.69,400,,,,,,,,,,,,,,,
8/5/20,Health,Health - Campaign 2,28743,662,23,216.71,158.81,400,,,,,,,,,,,,,,,
8/12/20,Health,Health - Campaign 2,24512,572,18,195.86,140.76,400,,,,,,,,,,,,,,,
8/14/20,Health,Health - Campaign 2,23222,541,20,213,122.81,400,,,,,,,,,,,,,,,
8/21/20,Health,Health - Campaign 2,24224,550,19,188.37,125.51,400,,,,,,,,,,,,,,,
11/11/20,Health,Health - Campaign 2,24036,611,21,209.44,159.75,400,,,,,,,,,,,,,,,
11/24/20,Health,Health - Campaign 2,20342,603,20,197.26,148.7,400,,,,,,,,,,,,,,,
11/25/20,Health,Health - Campaign 2,16381,479,18,197.65,116.05,400,,,,,,,,,,,,,,,
11/26/20,Health,Health - Campaign 2,13209,408,15,167.96,94.93,400,,,,,,,,,,,,,,,
11/27/20,Health,Health - Campaign 2,17964,543,19,217.1,135.5,400,,,,,,,,,,,,,,,
8/23/20,Health,Health - Campaign 2,24781,555,19,196.25,120.53,400,,,,,,,,,,,,,,,
8/28/20,Health,Health - Campaign 2,26124,533,18,168.43,120.73,400,,,,,,,,,,,,,,,
8/30/20,Health,Health - Campaign 2,35418,727,21,211.59,175.87,400,,,,,,,,,,,,,,,
9/1/20,Health,Health - Campaign 2,31487,630,20,194.56,151.07,400,,,,,,,,,,,,,,,
9/6/20,Health,Health - Campaign 2,20961,502,20,202.75,117.87,400,,,,,,,,,,,,,,,
9/8/20,Health,Health - Campaign 2,33407,690,24,214.83,185.64,400,,,,,,,,,,,,,,,
9/15/20,Health,Health - Campaign 2,29135,592,21,197.59,159.92,400,,,,,,,,,,,,,,,
12/11/20,Health,Health - Campaign 2,20685,551,12,192.57,146.51,400,,,,,,,,,,,,,,,
12/12/20,Health,Health - Campaign 2,20062,543,18,176.03,145.01,400,,,,,,,,,,,,,,,
12/13/20,Health,Health - Campaign 2,18722,514,18,192.67,124.59,400,,,,,,,,,,,,,,,
12/14/20,Health,Health - Campaign 2,29260,727,23,255,202.27,400,,,,,,,,,,,,,,,
12/28/20,Health,Health - Campaign 2,29624,766,27,314.25,230.91,400,,,,,,,,,,,,,,,
12/29/20,Health,Health - Campaign 2,33722,851,30,351.88,268.21,400,,,,,,,,,,,,,,,
12/30/20,Health,Health - Campaign 2,29026,742,21,316.47,202.68,400,,,,,,,,,,,,,,,
12/31/20,Health,Health - Campaign 2,23134,571,23,269.4,158.3,400,,,,,,,,,,,,,,,
9/17/20,Health,Health - Campaign 2,26182,539,20,212.72,136.9,400,,,,,,,,,,,,,,,
9/22/20,Health,Health - Campaign 2,24166,498,17,173.82,129.07,400,,,,,,,,,,,,,,,
9/24/20,Health,Health - Campaign 2,26170,540,19,206.9,137.27,400,,,,,,,,,,,,,,,
9/26/20,Health,Health - Campaign 2,25823,612,19,206.05,133.19,400,,,,,,,,,,,,,,,
10/1/20,Health,Health - Campaign 2,26756,549,20,192.87,133.9,400,,,,,,,,,,,,,,,
10/3/20,Health,Health - Campaign 2,22124,525,21,218.95,126.51,400,,,,,,,,,,,,,,,
10/10/20,Health,Health - Campaign 2,22278,539,21,205.85,137.28,400,,,,,,,,,,,,,,,
10/12/20,Health,Health - Campaign 2,32539,694,25,292.18,191.92,400,,,,,,,,,,,,,,,
10/17/20,Health,Health - Campaign 2,21516,517,20,214.69,139.34,400,,,,,,,,,,,,,,,
10/19/20,Health,Health - Campaign 2,28620,631,21,213.11,170.46,400,,,,,,,,,,,,,,,
10/21/20,Health,Health - Campaign 2,25369,580,23,223.83,159.5,400,,,,,,,,,,,,,,,
10/26/20,Health,Health - Campaign 2,26673,655,25,216.5,181.63,400,,,,,,,,,,,,,,,
10/28/20,Health,Health - Campaign 2,27740,654,23,200.32,191.84,400,,,,,,,,,,,,,,,
11/4/20,Health,Health - Campaign 2,16698,434,17,200.8,111.73,400,,,,,,,,,,,,,,,
11/6/20,Health,Health - Campaign 2,16866,441,19,176.23,111.49,400,,,,,,,,,,,,,,,
11/13/20,Health,Health - Campaign 2,19760,491,18,197.11,126.54,400,,,,,,,,,,,,,,,
11/15/20,Health,Health - Campaign 2,16287,456,16,165.05,112.36,400,,,,,,,,,,,,,,,
11/20/20,Health,Health - Campaign 2,16257,481,19,185.27,111.78,400,,,,,,,,,,,,,,,
11/22/20,Health,Health - Campaign 2,14654,461,17,183.04,103.95,400,,,,,,,,,,,,,,,
11/29/20,Health,Health - Campaign 2,23273,709,23,245.23,188.74,400,,,,,,,,,,,,,,,
12/1/20,Health,Health - Campaign 2,22085,522,16,246.46,168.29,400,,,,,,,,,,,,,,,
12/8/20,Health,Health - Campaign 2,19301,561,20,193.58,147.91,400,,,,,,,,,,,,,,,
12/10/20,Health,Health - Campaign 2,18727,511,19,206.79,136.13,400,,,,,,,,,,,,,,,
12/15/20,Health,Health - Campaign 2,30967,827,32,250.93,222.9,400,,,,,,,,,,,,,,,
12/17/20,Health,Health - Campaign 2,22160,553,19,207.84,136.13,400,,,,,,,,,,,,,,,
12/24/20,Health,Health - Campaign 2,18743,501,19,205.66,139.17,400,,,,,,,,,,,,,,,
12/26/20,Health,Health - Campaign 2,23576,639,27,325.2,186.14,400,,,,,,,,,,,,,,,
9/23/20,Health,Health - Campaign 2,26252,525,18,171.45,132.82,400,,,,,,,,,,,,,,,
9/25/20,Health,Health - Campaign 2,25214,552,18,164.43,123.53,400,,,,,,,,,,,,,,,
10/2/20,Health,Health - Campaign 2,21399,483,19,209.02,113.47,400,,,,,,,,,,,,,,,
10/4/20,Health,Health - Campaign 2,21138,512,19,201.32,119.17,400,,,,,,,,,,,,,,,
10/9/20,Health,Health - Campaign 2,21526,468,19,177.14,116.32,400,,,,,,,,,,,,,,,
10/11/20,Health,Health - Campaign 2,24010,573,19,199.4,145.75,400,,,,,,,,,,,,,,,
10/18/20,Health,Health - Campaign 2,23746,563,20,201.14,149.16,400,,,,,,,,,,,,,,,
10/20/20,Health,Health - Campaign 2,25424,569,21,185.99,152.55,400,,,,,,,,,,,,,,,
10/27/20,Health,Health - Campaign 2,23194,549,20,172.02,149.39,400,,,,,,,,,,,,,,,
10/29/20,Health,Health - Campaign 2,23086,577,22,218.11,153.79,400,,,,,,,,,,,,,,,
11/3/20,Health,Health - Campaign 2,17572,447,15,143.25,108.55,400,,,,,,,,,,,,,,,
11/5/20,Health,Health - Campaign 2,18257,484,20,243.64,133.13,400,,,,,,,,,,,,,,,
11/12/20,Health,Health - Campaign 2,22900,580,21,196.54,153.77,400,,,,,,,,,,,,,,,
11/14/20,Health,Health - Campaign 2,15719,435,18,193.88,106.62,400,,,,,,,,,,,,,,,
11/21/20,Health,Health - Campaign 2,16066,497,17,193.78,106.02,400,,,,,,,,,,,,,,,
11/23/20,Health,Health - Campaign 2,17908,542,18,184.29,128.89,400,,,,,,,,,,,,,,,
11/28/20,Health,Health - Campaign 2,19125,594,22,254.86,155.11,400,,,,,,,,,,,,,,,
11/30/20,Health,Health - Campaign 2,28048,784,24,256.75,210.15,400,,,,,,,,,,,,,,,
12/7/20,Health,Health - Campaign 2,20357,589,19,207.3,155.34,400,,,,,,,,,,,,,,,
12/9/20,Health,Health - Campaign 2,19022,528,14,175.3,141.76,400,,,,,,,,,,,,,,,
12/16/20,Health,Health - Campaign 2,27420,675,15,213.13,183.49,400,,,,,,,,,,,,,,,
12/18/20,Health,Health - Campaign 2,21823,547,25,225,135.67,400,,,,,,,,,,,,,,,
12/23/20,Health,Health - Campaign 2,24223,633,18,229,166.27,400,,,,,,,,,,,,,,,
12/25/20,Health,Health - Campaign 2,14165,396,16,165.44,106.75,400,,,,,,,,,,,,,,,
12/27/20,Health,Health - Campaign 2,25004,715,28,315.48,210.38,400,,,,,,,,,,,,,,,
1/12/20,Health,Health - Campaign 1,397,16,0,2.4,1.45,50,,,,,,,,,,,,,,,
1/13/20,Health,Health - Campaign 1,562,17,0,1.16,1.43,50,,,,,,,,,,,,,,,
1/14/20,Health,Health - Campaign 1,551,16,0,1.98,1.32,50,,,,,,,,,,,,,,,
1/15/20,Health,Health - Campaign 1,505,15,0,1.87,1.18,50,,,,,,,,,,,,,,,
1/3/20,Health,Health - Campaign 1,512,17,0,1.41,1.64,50,,,,,,,,,,,,,,,
1/4/20,Health,Health - Campaign 1,402,17,0,2.05,1.61,50,,,,,,,,,,,,,,,
1/5/20,Health,Health - Campaign 1,331,14,0,1.79,1.23,50,,,,,,,,,,,,,,,
1/6/20,Health,Health - Campaign 1,373,14,0,1.32,1.2,50,,,,,,,,,,,,,,,
1/7/20,Health,Health - Campaign 1,467,16,0,0.98,1.39,50,,,,,,,,,,,,,,,
1/20/20,Health,Health - Campaign 1,523,16,0,2.33,1.43,50,,,,,,,,,,,,,,,
1/21/20,Health,Health - Campaign 1,602,19,0,2.5,1.67,50,,,,,,,,,,,,,,,
1/22/20,Health,Health - Campaign 1,687,21,0,2.37,1.93,50,,,,,,,,,,,,,,,
